pot,stage,hd,hr,score_ratio,win_probability
5,2,3,1,1.1441611056112073,0.6995614380689705
7,2,1,1,0.9474872010670362,0.4170133366685391
6,2,1,2,1.0554232277479054,0.5829866633314609
2,2,1,1,0.9357058177037499,0.39814759551172707
3,2,1,1,1.0687119616868792,0.6018524044882729
1,2,2,1,0.8673510997915207,0.2901945451278862
4,2,1,1,1.1529356453694048,0.7098054548721138
1,3,2,1,1.1523262102953964,0.7091017780914516
6,3,3,1,0.8678098190126667,0.2908982219085485
4,3,1,1,0.7400644866710067,0.12113724198682174
6,3,1,1,1.3512335992478812,0.878862758013178
4,3,1,1,0.9684793901185376,0.45049342578924034
6,3,1,1,1.0325464952616126,0.5495065742107597
4,3,1,1,1.0881204389806338,0.628566006412255
6,3,1,1,0.9190159142096566,0.371433993587745
4,3,1,2,0.9028022718856924,0.345609121929788
6,3,2,1,1.1076622546720998,0.6543908780702121
4,3,2,1,0.9458480141390659,0.414390092201119
6,3,2,1,1.0572523122652264,0.585609907798881
3,3,2,1,1.2569152125369232,0.8127952558918601
4,3,1,1,0.7955986131965317,0.18720474410813992
3,3,3,2,1.0947414003279405,0.6374394026523954
4,3,1,1,0.9134577350417553,0.3625605973476047
5,3,2,2,1.2345153127162667,0.7934332581445629
7,3,1,1,0.810034504796648,0.2065667418554371
2,3,2,2,0.9007620000895783,0.3423745621009998
5,3,1,2,1.1101711660799998,0.6576254378990002
2,3,1,1,1.0014042419936597,0.5021746347730126
5,3,1,2,0.9985977271367814,0.4978253652269874
1,3,1,1,1.2296692550782011,0.7890453190521273
2,3,2,1,0.813226805395248,0.21095468094787262
2,3,2,1,1.2298659609647804,0.7892248251695453
4,3,2,1,0.8130967371562509,0.2107751748304546
5,3,3,1,0.9515224919456265,0.4234673066491629
4,3,1,1,1.0509473065163695,0.5765326933508372
1,3,2,2,1.5657110140167332,0.9592108812282075
2,3,1,1,0.638687465980432,0.040789118771792476
1,3,2,1,1.236541114309096,0.7952463659341182
2,3,2,2,0.8087074408025156,0.20475363406588176
4,3,1,2,1.0526677704806344,0.5790192611988259
2,3,1,2,0.9499673382642019,0.42098073880117426
1,3,1,1,0.8701050586327571,0.2944254359018217
3,3,1,1,1.149286502909607,0.7055745640981783
2,4,1,2,1.134155668439214,0.6875864459058616
4,4,1,1,0.8817131790878103,0.3124135540941384
2,4,2,2,0.9860273143302756,0.478204497475859
4,4,1,1,1.0141706882422572,0.521795502524141
2,4,1,1,0.9007425626355682,0.34234376670649014
3,4,1,1,1.1101951228706293,0.65765623329351
1,4,1,1,1.3606455064570493,0.884207193861019
3,4,1,1,0.7349452853475957,0.11579280613898102
4,4,2,2,1.0811554350083445,0.6190981293149967
2,4,2,3,0.924936385296238,0.38090187068500325
4,4,1,1,0.9328629074697341,0.3935935985544048
2,4,1,1,1.0719688734461168,0.6064064014455951
1,4,1,1,0.9857566805668787,0.4777797386747229
1,4,2,1,1.0144491229062027,0.5222202613252771
1,4,1,2,1.0147409593407373,0.5226653126458486
1,4,2,2,0.9854731799233627,0.4773346873541515
1,4,1,1,1.1658436916972672,0.7244342779215087
4,4,1,1,0.857747918628931,0.2755657220784913
1,4,1,2,1.2584094929430065,0.8140337776041655
4,4,1,1,0.7946538909694081,0.1859662223958345
2,4,1,1,0.9733802796251522,0.4582644814733463
3,4,1,1,1.0273477087342464,0.5417355185266539
1,4,2,2,1.0944337923608933,0.6370299215843789
2,4,1,2,0.9137144768189381,0.3629700784156211
3,5,1,1,1.1676234789471571,0.726410006632014
3,5,1,1,0.8564404690643059,0.27358999336798595
3,5,1,1,1.7634101458244034,0.9862206447794432
3,5,1,1,0.5670830477911846,0.013779355220556844
2,5,1,2,1.1978959798697792,0.7584798525078668
1,5,1,1,0.8347970247873341,0.24152014749213313
2,5,2,3,1.6755239202014334,0.9775141541427683
1,5,2,2,0.5968282445527718,0.02248584585723168
2,5,1,2,0.9211893925216025,0.37490814264584915
3,5,1,1,1.0855530991978388,0.6250918573541508
1,6,2,1,1.4670412478616641,0.9317228936652443
3,6,2,1,0.6816440924599659,0.0682771063347557
1,6,1,1,1.40435839783119,0.9064353478232893
3,6,2,1,0.7120689430449821,0.09356465217671073
1,6,1,1,1.1179732377227767,0.6675636434811988
3,6,1,1,0.8944757944625947,0.3324363565188011
2,1,2,1,0.7608923867316844,0.1442299332867385
7,1,1,1,1.3142462947952098,0.8557700667132615
4,1,2,1,0.959609463775158,0.4363791537948527
5,1,1,1,1.0420905980501103,0.5636208462051473
3,1,1,1,1.4311628625539756,0.9181240758341839
6,1,1,1,0.6987324966045124,0.08187592416581624
2,1,2,1,1.0020180055792314,0.5031241462692252
7,1,1,1,0.997986058565819,0.4968758537307747
3,1,1,1,1.195196464845364,0.7557376274578808
6,1,1,1,0.8366825282815586,0.24426237254211935
1,1,2,2,1.437211441990158,0.920574472951009
8,1,1,1,0.6957918443894826,0.07942552704899097
1,1,2,1,0.9569362317810944,0.4321148915056905
8,1,1,1,1.0450017114920533,0.5678851084943094
4,1,3,2,1.3608617415476103,0.8843275529720469
5,1,1,1,0.7348285056957893,0.1156724470279531
3,1,2,1,1.0286106610108907,0.543628552603643
6,1,1,1,0.972185140505181,0.45637144739635693
4,1,1,1,0.9940055527330136,0.490683219292086
5,1,2,2,1.0060305973648787,0.509316780707914
2,2,1,1,1.120953694378979,0.6713116011601202
3,2,1,1,0.8920975103739778,0.32868839883987977
8,2,1,1,1.0287155061971598,0.5437855562542879
5,2,2,1,0.972086056811458,0.4562144437457122
7,2,1,1,0.6772908152975412,0.06505931772046336
6,2,2,1,1.4764706347902994,0.9349406822795367
1,2,1,1,1.019216997227521,0.5294714375995794
4,2,2,1,0.98114533285866,0.4705285624004205
1,2,1,2,1.2797836739173964,0.8310404253623476
4,2,2,1,0.7813820572808345,0.16895957463765243
7,2,2,1,0.679039398214999,0.0663398415640335
6,2,1,1,1.4726686001264653,0.9336601584359665
1,2,1,1,0.8572597538156072,0.27482757315779005
4,2,1,2,1.166507579002823,0.72517242684221
7,2,1,2,0.6377709063451689,0.04030307033433789
6,2,1,1,1.567961144120909,0.9596969296656622
2,2,2,1,0.9588850156022509,0.43522395798361924
3,2,1,1,1.042877908955461,0.5647760420163808
7,2,1,1,0.9059706427214306,0.3506399017264996
6,2,1,1,1.103788525637118,0.6493600982735005
2,2,1,1,0.8920707851503039,0.32864632257967874
3,2,1,1,1.1209872766223492,0.6713536774203213
1,2,2,1,1.214251302382686,0.7746052641708776
5,2,2,1,0.8235527506025584,0.22539473582912228
8,2,1,1,1.1475674148833486,0.7035669123890378
5,2,2,1,0.8714085003029222,0.2964330876109623
8,2,1,1,1.056026775180185,0.5838531785457777
5,2,1,2,0.9469456868926212,0.4161468214542223
8,2,1,1,0.8162125251398079,0.21509186601911012
5,2,1,2,1.2251711033578068,0.7849081339808899
8,2,2,1,0.7083127802379909,0.09017724820144768
4,2,1,2,1.4118056710257338,0.9098227517985523
8,2,1,2,0.7947636317222654,0.18610990554746554
4,2,1,1,1.258235732091797,0.8138900944525344
2,3,2,1,1.2279478846666732,0.7874694116586228
5,3,1,2,0.8143668086300342,0.21253058834137706
4,3,1,3,1.3606060178854225,0.8841852023693201
6,3,1,1,0.7349666155042766,0.11581479763068003
3,3,2,2,1.170770114741261,0.7298785239856276
8,3,1,1,0.8541386455025792,0.2701214760143724
5,3,1,1,0.8606981541218011,0.2800383829333106
6,3,1,2,1.1618475016021537,0.7199616170666894
2,3,2,1,1.1015667038299224,0.6464546852227161
8,3,1,1,0.9077979540623408,0.353545314777284
2,3,1,1,1.2834712859899502,0.8338425909416182
4,3,1,2,0.7791370254369915,0.16615740905838183
4,3,1,1,1.1061596556510551,0.6524447322397418
6,3,1,1,0.9040286317542721,0.34755526776025836
4,3,1,3,0.916716747867415,0.36776140039119265
6,3,2,2,1.090849493397311,0.6322385996088074
1,3,1,1,1.3540799535828256,0.8805009557873202
6,3,2,3,0.7385088283406395,0.11949904421267976
1,3,1,1,1.555659809073193,0.9569723675518255
6,3,1,2,0.6428140613825877,0.043027632448174646
1,3,1,1,0.8638590996293828,0.2848520118586546
3,3,1,1,1.1575961871895835,0.7151479881413454
1,3,2,3,1.7748855053209176,0.9870833424977188
3,3,2,2,0.5634166243411796,0.012916657502281215
2,3,3,3,1.221398707146253,0.7813905221384982
6,3,1,2,0.8187334685628235,0.21860947786150187
1,3,1,3,0.6990757625656281,0.08216495364070164
2,3,1,1,1.4304601211318946,0.9178350463592984
1,3,2,1,1.0222548828192068,0.5340689943896233
2,3,1,1,0.9782296145577396,0.4659310056103766
4,3,1,1,1.2563460674775213,0.812321797863752
3,3,2,2,0.7959590322177629,0.18767820213624797
3,3,1,2,1.3013812135621776,0.8469154028888031
5,3,1,2,0.7684143505212985,0.15308459711119682
2,3,1,1,0.7332703341245137,0.11407319921909898
4,3,1,1,1.3637535209902463,0.8859268007809009
2,3,1,2,1.140905940713113,0.6956997534917713
1,3,1,1,0.8764964440232111,0.30430024650822896
2,4,1,1,1.5502832498488217,0.9557285886741553
2,4,1,1,0.6450434139035667,0.04427141132584467
3,4,1,1,1.4519444534111108,0.926270386178008
4,4,1,1,0.6887315817424422,0.07372961382199195
3,4,1,1,1.054449239027731,0.5815864087657554
4,4,1,1,0.9483623895656308,0.4184135912342444
3,4,1,1,0.7966588264989156,0.18859897030166062
4,4,2,1,1.2552424786338083,0.8114010296983394
1,4,1,2,0.8965287624864975,0.33567713754735495
3,4,1,1,1.115413182312777,0.664322862452645
1,4,1,1,1.0683357855422075,0.6013246105348123
3,4,1,1,0.9360352929603257,0.39867538946518755
1,4,1,2,0.7228885322302284,0.10373752297760908
3,4,1,1,1.3833391393204673,0.8962624770223908
1,4,1,1,1.5160047307306799,0.9469830193115243
1,4,1,1,0.6596285484663512,0.05301698068847571
5,4,1,1,0.6891130882604112,0.07403064459457098
2,4,2,1,1.4511406284915993,0.9259693554054291
5,4,1,1,0.6029197737086441,0.024679793818567552
2,4,2,2,1.6585954609663234,0.9753202061814324
2,4,1,1,0.9291474561870349,0.3876430151788628
3,4,1,1,1.076255435389905,0.612356984821137
2,4,1,1,0.6759864553097421,0.06411454892824231
3,4,1,1,1.47931958125077,0.9358854510717577
1,5,2,1,0.915197708175306,0.36533650416187
2,5,1,1,1.0926600788738536,0.6346634958381299
3,5,1,1,0.8306438760683093,0.23551779901795333
3,5,1,1,1.2038853578663637,0.7644822009820467
3,5,1,1,0.6615269010852092,0.054234155443717236
3,5,1,1,1.5116543232928834,0.9457658445562829
3,5,1,2,1.0646846824605463,0.5961827278612071
3,5,1,1,0.9392452211193119,0.40381727213879304
1,5,1,1,1.424023462433305,0.9151450753279953
1,5,1,1,0.7022356206766751,0.08485492467200473
3,5,1,2,1.1367415184213085,0.6907111847700467
1,5,1,1,0.8797074654128818,0.30928881522995344
1,6,2,1,0.8530678934907711,0.26851236916090815
1,6,1,1,1.1722396395766106,0.7314876308390917
1,6,2,2,0.8589403738496779,0.27737113861184626
1,6,1,1,1.1642251667809118,0.7226288613881537
1,6,1,1,1.1946037627759358,0.755132475952123
1,6,1,1,0.8370976479065081,0.24486752404787704
1,6,1,1,0.9770593263842889,0.4640830658666334
1,6,1,1,1.0234793046811246,0.5359169341333666
3,1,1,1,1.17012771636578,0.7291729593427153
6,1,1,1,0.8546075663482546,0.2708270406572847
4,1,1,1,1.124185717765302,0.6753453468613333
5,1,1,1,0.8895327384053918,0.3246546531386668
4,1,1,1,1.0837106895625488,0.6225873153844642
5,1,1,1,0.9227555007357734,0.3774126846155358
2,1,1,1,1.457431622202253,0.9282960403106667
7,1,2,1,0.6861385362895785,0.07170395968933319
2,1,1,1,0.9857207514398746,0.4777233411474713
7,1,1,1,1.0144860991708526,0.5222766588525287
4,1,1,2,0.9639511560792617,0.4432951235211041
5,1,1,2,1.0373969611358338,0.5567048764788958
4,1,2,1,0.8311130095233418,0.23619315896805548
5,1,2,1,1.2032058078040648,0.7638068410319443
4,1,1,2,1.286370314489675,0.8360187524573747
5,1,1,1,0.7773811232551001,0.16398124754262533
4,1,1,1,0.8253115684646843,0.22789039843444203
5,1,1,1,1.2116636167602572,0.772109601565558
2,1,1,1,1.2733392792980114,0.8260510837995538
7,1,2,1,0.7853366469235893,0.17394891620044617
2,1,1,1,1.4846159621344068,0.9376087573657851
7,1,2,3,0.6735748675114048,0.062391242634214805
3,1,1,1,1.2434245132705724,0.8013142831141038
6,1,1,1,0.8042305659309432,0.1986857168858962
3,1,1,1,0.816802573354248,0.21591320475878573
6,1,2,1,1.224286054699168,0.7840867952412144
1,1,2,2,1.3592266231073946,0.8834147418470137
8,1,2,3,0.7357124875275405,0.11658525815298626
1,1,4,3,1.0400670483789363,0.5606452750228608
8,1,1,1,0.9614764755393556,0.43935472497713923
8,2,1,3,0.5940600136899988,0.021537679914167773
5,2,1,2,1.683331611209629,0.9784623200858322
8,2,2,3,0.6280257330514424,0.03538158920030643
5,2,3,3,1.5922914418509801,0.9646184107996936
8,2,1,3,0.6734940083443828,0.06233398757394093
5,2,1,1,1.48479420397258,0.9376660124260591
7,2,2,3,1.2575346308813353,0.813309451919086
3,2,1,1,0.7952067286601532,0.1866905480809139
8,2,2,1,0.6071272500949034,0.02628367426186362
5,2,2,2,1.647101163460682,0.9737163257381364
1,2,1,1,1.1202187029106785,0.6703898476383943
4,2,1,1,0.8926828282742355,0.32961015236160573
1,2,1,1,1.3637615364883973,0.8859312069207852
4,2,1,1,0.7332660243336522,0.1140687930792148
1,2,4,3,1.1804223012701374,0.7403224445819706
5,2,2,2,0.8471544454251648,0.2596775554180295
2,2,2,3,1.091013872346862,0.6324591360045517
3,2,1,2,0.9165786296089126,0.36754086399544816
2,2,2,2,1.05556064281305,0.5831840298044841
3,2,1,1,0.9473638552258051,0.416815970195516
2,2,1,1,0.904191888592376,0.34781445001237143
3,2,3,2,1.105959932417416,0.6521855499876283
2,2,1,2,0.8792553968818402,0.3085854383745641
3,2,3,2,1.1373259732568763,0.6914145616254359
2,2,1,1,1.248062102966163,0.8053221224176421
6,2,1,2,0.8012421798750119,0.19467787758235788
2,2,1,1,0.9729642875793189,0.45760572737692773
6,2,2,1,1.0277869524768934,0.542394272623072
7,2,1,1,1.4995414312122934,0.9422404978648851
6,2,2,2,0.6668705373425776,0.05775950213511494
7,2,1,3,1.2689748505202458,0.8226047466271058
6,2,1,1,0.7880376822204369,0.17739525337289397
2,2,1,1,1.2128592844972166,0.7732653385088522
3,2,1,2,0.8244979551890422,0.22673466149114763
7,2,1,1,1.1662959997961144,0.7249373320969966
6,2,1,1,0.8574152703728852,0.27506266790300327
1,2,1,1,1.5818807175896255,0.9625856451253199
4,2,1,1,0.6321589162068678,0.037414354874680145
8,2,2,2,0.7831940574415899,0.17123730522248715
4,2,1,1,1.2768227625049102,0.828762694777513
7,2,1,2,1.36961074774307,0.889107529825955
6,2,2,3,0.7301344572885854,0.11089247017404491
7,2,1,2,0.7988500876392205,0.19149485533391775
6,2,2,3,1.2517993243954222,0.8085051446660824
4,3,1,2,1.033538209099501,0.5509824729752254
7,3,1,1,0.9675501023530402,0.4490175270247745
4,3,1,1,1.1610447467843026,0.7190570569708821
7,3,2,1,0.8612932471118434,0.28094294302911793
2,3,1,1,0.9770178111052199,0.4640174846545976
4,3,1,1,1.0235227941942862,0.5359825153454023
2,3,2,2,1.0911969879004013,0.6327047195297607
4,3,1,1,0.9164248170480422,0.3672952804702393
6,3,2,2,1.0949922334265014,0.6377731048320594
5,3,1,1,0.9132484865858388,0.3622268951679406
3,3,1,1,0.7155001628032348,0.09672413085872122
5,3,1,2,1.3976237211213656,0.9032758691412788
3,3,2,2,1.3473556045383726,0.8765998174924314
5,3,1,3,0.7421945599451581,0.12340018250756857
4,3,1,1,1.0346348542962636,0.5526120652971929
6,3,1,2,0.9665245626005693,0.447387934702807
4,3,1,1,1.3180422173033879,0.8582993408374384
6,3,1,1,0.7587010392170308,0.14170065916256158
1,3,1,2,0.9705699206210061,0.453810911715792
3,3,1,1,1.030322472141073,0.5461890882842082
1,3,1,1,1.2024022580056855,0.7630063777909251
3,3,1,1,0.8316684315435405,0.23699362220907494
1,3,2,2,0.9568654886722825,0.4320019876523298
2,3,1,1,1.0450789707000194,0.5679980123476704
5,3,1,1,0.8725641173504161,0.29821575876622997
5,3,1,1,1.1460475856336487,0.70178424123377
4,3,1,1,1.0358242621101956,0.554376546882337
3,3,2,1,0.9654147296789382,0.44562345311766327
4,3,1,1,0.8136680861841911,0.21156414218756459
3,3,2,1,1.2290023622404047,0.7884358578124354
4,3,1,3,0.8814110855997154,0.3119425015045504
3,3,4,3,1.1345443872192693,0.6880574984954496
4,3,1,1,0.8651074089680728,0.2867589215188704
3,3,1,1,1.1559258302883237,0.7132410784811296
4,3,1,1,1.2757350037107764,0.8279196729923542
3,3,1,1,0.7838618499071234,0.17208032700764586
4,3,1,2,1.1460190443890146,0.7017506947165183
3,3,1,2,0.8725858482859132,0.2982493052834816
3,3,1,1,0.94567443948705,0.41411227039072873
4,3,1,1,1.0574463665766594,0.5858877296092713
2,4,1,1,1.0047929686527401,0.5074095559497387
3,4,1,1,0.9952298943142818,0.4925904440502613
2,4,1,1,0.691656927379051,0.07605759075343188
3,4,1,1,1.4458034907412511,0.9239424092465681
2,4,2,1,1.194146590113321,0.7546649444477025
5,4,2,1,0.8374181262830578,0.2453350555522975
2,4,1,1,0.8513860702621576,0.26599066510104374
4,4,1,1,1.174555275131623,0.7340093348989561
2,4,1,1,0.9766903379273918,0.4635001157368852
4,4,1,2,1.0238659697628145,0.5364998842631148
1,4,1,1,1.079661966604699,0.6170504603129888
3,4,1,1,0.9262158258151684,0.38294953968701106
1,4,1,1,1.1946086734916646,0.7551374943621296
3,4,1,1,0.837094206822681,0.24486250563787038
4,4,1,2,1.149795919827435,0.7061677078147415
4,4,1,1,0.8697195587109781,0.2938322921852583
4,4,1,1,0.68136340260715,0.06806662439467714
2,4,1,1,1.4676456002386213,0.931933375605323
4,4,1,1,1.114451305071413,0.6631001082446716
3,4,1,1,0.897302551892046,0.33689989175532853
4,4,1,2,1.0840156717902358,0.6230025569088983
3,4,1,1,0.9224958882268878,0.37699744309110184
3,5,1,1,0.7408520596834799,0.12197127280429498
3,5,1,1,1.349797151711015,0.878028727195705
3,5,1,1,1.2305374606904655,0.7898367184894793
3,5,1,1,0.8126530332842457,0.21016328151052077
1,5,2,2,1.198442662651445,0.759032392520411
2,5,1,2,0.8344162229568758,0.24096760747958912
1,5,2,1,0.7101494771492217,0.09182430789640994
2,5,1,1,1.408154243828124,0.9081756921035901
1,5,2,1,1.1619627549740816,0.7200913196122569
2,5,1,2,0.8606127827413071,0.2799086803877431
1,5,3,1,1.138761289910841,0.6931374195137859
3,5,1,1,0.8781471664516227,0.30686258048621395
1,5,2,1,0.6264359133153411,0.0346207865392727
3,5,1,1,1.5963324878799066,0.9653792134607273
1,5,2,1,0.7666605733488975,0.15099641391332452
1,5,1,1,1.3043581928725487,0.8490035860866755
1,6,1,1,1.0930820780577848,0.6352273293756558
3,6,1,1,0.9148443836686306,0.3647726706243444
1,6,1,1,0.936342931191895,0.3991682017831386
3,6,1,1,1.0679847806690592,0.6008317982168615
1,6,1,1,0.9939044000733396,0.4905255520768488
1,6,1,1,1.006132984144361,0.5094744479231511
1,6,1,1,1.1002661059042311,0.6447472204178649
1,6,1,1,0.9088710400455083,0.35525277958213497
1,6,1,1,0.7832513398647093,0.17130954303355472
1,6,1,1,1.2767293831539819,0.8286904569664455
1,6,1,1,0.9041028848291218,0.34767314696039964
1,6,1,1,1.1060688078536582,0.6523268530396005
2,6,1,1,0.8643278531072774,0.2855676898992334
1,6,1,1,1.1569683846297192,0.7144323101007666
1,6,1,3,1.062247339204974,0.5927309988480962
2,6,1,1,0.9414003340770312,0.4072690011519038
1,6,1,1,0.9260822710328778,0.38273577141157733
2,6,1,2,1.0798176698541917,0.6172642285884227
1,5,1,1,1.0161248844298931,0.5247736672056782
3,5,1,1,0.984131001339525,0.4752263327943216
1,5,1,1,1.8600883410313527,0.9920422515416761
3,5,1,1,0.53760887477287,0.007957748458323866
1,5,2,1,0.9253391754426891,0.38154646114292323
1,5,3,3,1.080684819727418,0.6184535388570768
2,5,1,1,1.4244859244660915,0.915340928882555
1,5,1,2,0.7020076385625277,0.08465907111744497
1,5,1,1,0.902434972854712,0.34502652123349153
1,5,1,1,1.1081130830254244,0.6549734787665086
1,5,1,2,0.6731936394967338,0.062121600007565725
1,5,1,1,1.4854566967501062,0.9378783999924343
3,4,2,1,1.4649314920409593,0.9309834889031282
3,4,1,1,0.6826257783609994,0.06901651109687179
3,4,1,1,0.9608773553739722,0.4384001188507166
3,4,1,1,1.0407155444003582,0.5615998811492833
3,4,1,1,1.4480035289902056,0.9247839098154294
3,4,1,1,0.6906060516975191,0.07521609018457065
2,4,1,1,0.7671759933039632,0.15160863080247755
2,4,1,1,1.3034818721234274,0.8483913691975224
1,4,2,1,1.0031192171527408,0.5048262502541582
2,4,1,1,0.9968904821088023,0.49517374974584194
1,4,2,1,1.2364673169577254,0.7951805353472501
2,4,2,1,0.8087557077209748,0.20481946465275003
1,4,2,2,1.5859967777867148,0.9634020563977956
2,4,1,1,0.6305183049586751,0.036597943602204364
1,4,2,1,2.0017400530235636,0.9964905489847931
3,4,2,1,0.4995653648881794,0.0035094510152069436
1,4,2,1,1.0015450998613615,0.5023925990352427
3,4,2,1,0.9984572837892417,0.4976074009647571
1,4,2,1,0.9983742546485723,0.497478527903635
2,4,1,1,1.0016283927032954,0.5025214720963651
1,4,1,1,0.9120743888687222,0.36035501627666555
2,4,1,1,1.0964017981475558,0.6396449837233344
1,4,1,1,0.8842447866884979,0.3163667012633635
1,4,1,1,1.1309085618078747,0.6836332987366366
3,4,1,1,0.9461118845201671,0.4148124247677206
2,4,1,1,1.056957444845081,0.5851875752322795
3,4,1,1,0.981819223678688,0.47158980204459466
2,4,1,1,1.0185174377144421,0.5284101979554054
2,3,1,1,0.7280967722026785,0.10885283450434102
4,3,2,1,1.3734438033212877,0.8911471654956589
2,3,1,1,1.1107344320642598,0.6583490379785121
4,3,2,1,0.9003052134987264,0.3416509620214879
2,3,1,1,1.0234661340443976,0.5358970723657295
5,3,1,1,0.9770718998276307,0.4641029276342705
5,3,1,1,1.2452848534753902,0.8029297387755503
7,3,1,2,0.8030291199713547,0.1970702612244497
5,3,1,1,0.947496795179616,0.41702868807001137
7,3,1,1,1.0554125407996033,0.5829713119299885
3,3,1,1,1.2168096592552453,0.7770521825333307
5,3,2,2,0.821821221087327,0.22294781746666925
3,3,2,1,1.4614422482942646,0.9297447102721126
4,3,1,1,0.6842555709383378,0.07025528972788742
3,3,1,1,1.2308313048054067,0.7901040458289237
4,3,1,1,0.8124590235037117,0.20989595417107632
3,3,1,1,1.1126437705320296,0.6607948126877712
4,3,1,1,0.898760255963895,0.33920518731222893
4,3,1,1,1.4303446769702843,0.9177874784917932
6,3,2,1,0.6991321854800563,0.08221252150820679
4,3,1,1,1.0671816378026524,0.5997029686206458
6,3,1,1,0.9370476070587378,0.40029703137935435
4,3,1,2,1.1250811900132478,0.6764572997465286
6,3,2,2,0.8888247433842753,0.3235427002534714
4,3,1,1,1.15769366814211,0.7152590022225506
6,3,2,2,0.8637863603459283,0.28474099777744954
4,3,1,1,0.7713053597334398,0.15655786561088925
6,3,2,1,1.296503372342176,0.8434421343891105
4,3,1,1,1.1531999345376258,0.7101102495312668
6,3,2,2,0.867152321163588,0.2898897504687331
1,3,1,1,1.0654835788361106,0.5973107828528271
3,3,1,1,0.9385409778838243,0.4026892171471729
1,3,1,1,1.3994375309708997,0.9041359056032328
3,3,1,1,0.7145728036221963,0.09586409439676724
1,3,1,1,1.2298254959957027,0.789187908084052
3,3,1,1,0.8131234904919342,0.21081209191594796
5,3,1,1,1.2243032039088289,0.7841027328629862
6,3,2,1,0.8167911321372869,0.21589726713701385
5,3,1,1,0.8486740612353546,0.2619393353248062
6,3,1,1,1.1783086648652499,0.7380606646751938
1,3,3,2,1.0180463853391901,0.5276950812573541
2,3,1,1,0.9822735136639403,0.4723049187426459
1,3,1,1,0.9245605787610781,0.3803005073418301
2,3,1,1,1.081594892721915,0.6196994926581698
1,3,2,1,0.9226125504447522,0.37718403729451677
3,3,2,1,1.0838786005219012,0.6228159627054832
1,3,1,1,0.9626861147437599,0.44128135590884143
3,3,1,1,1.0387601780941569,0.5587186440911585
2,3,1,1,1.0467836011033669,0.5704855503283573
4,3,2,1,0.9553072850453002,0.42951444967164243
2,3,1,1,1.0666236794741373,0.5989177577755455
